,cancer_type,Full-data acc.,Full-data comp. time,PCA components,PCA calc. time,PCA explained variance,PCA acc.,Precision,Recall,F1Score
126,TGCT,1.0,0.44970476627349854,20,0.007532238960266113,0.5655016384711112,1.0,[1. 1.],[1. 1.],[1. 1.]
127,KICH,0.95,0.3564167618751526,20,0.009318172931671143,0.5863964053166199,0.85,[0.88888889 0.81818182],[0.8 0.9],[0.84210526 0.85714286]
128,PCPG,1.0,0.38696181774139404,20,0.012433826923370361,0.519690934600155,1.0,[1. 1.],[1. 1.],[1. 1.]
129,UCS,0.9166666666666666,0.28302955627441406,20,0.008590996265411377,0.568169259834225,1.0,[1. 1.],[1. 1.],[1. 1.]
130,UVM,1.0,0.2819797992706299,20,0.005170166492462158,0.6310688225428184,1.0,[1. 1.],[1. 1.],[1. 1.]
131,CHOL,0.9,0.3040122389793396,20,0.008453845977783203,0.6677286823243873,1.0,[1. 1.],[1. 1.],[1. 1.]
132,BRCA,0.974025974025974,2.333420217037201,50,0.028438985347747803,0.5363237147234597,0.987012987012987,[0.97321429 1.        ],[1.         0.97540984],[0.98642534 0.98755187]
133,LUAD,1.0,1.358781099319458,50,0.027127742767333984,0.571653087448381,0.972972972972973,[1.   0.95],[0.94444444 1.        ],[0.97142857 0.97435897]
134,DLBC,1.0,0.30263620615005493,50,0.0064664483070373535,0.9065622430079542,1.0,[1. 1.],[1. 1.],[1. 1.]
135,UCEC,0.9724770642201835,1.315453052520752,50,0.016892671585083008,0.5750156805337066,0.9357798165137615,[0.89655172 0.98039216],[0.98113208 0.89285714],[0.93693694 0.93457944]
136,SKCM,0.9782608695652174,1.0407958030700684,50,0.015574753284454346,0.5747853226888352,0.9782608695652174,[1.         0.95918367],[0.95555556 1.        ],[0.97727273 0.97916667]
137,PRAD,1.0,0.8223607540130615,50,0.01655256748199463,0.6087065758842392,1.0,[1. 1.],[1. 1.],[1. 1.]
138,HNSC,0.9908256880733946,1.2400898933410645,50,0.015319108963012695,0.5922100333197783,0.963302752293578,[0.96226415 0.96428571],[0.96226415 0.96428571],[0.96226415 0.96428571]
139,KIRP,0.9384615384615385,0.6079989671707153,50,0.022170841693878174,0.630091886476202,0.9384615384615385,[0.9375     0.93939394],[0.9375     0.93939394],[0.9375     0.93939394]
140,CESC,0.9344262295081968,0.8379678130149841,50,0.01583772897720337,0.5970687990755561,0.9344262295081968,[0.93333333 0.93548387],[0.93333333 0.93548387],[0.93333333 0.93548387]
141,THCA,1.0,0.7818760871887207,50,0.013269305229187012,0.6241420987209823,1.0,[1. 1.],[1. 1.],[1. 1.]
142,KIRC,0.9743589743589743,1.1922324299812317,50,0.01708817481994629,0.613402281027414,0.9914529914529915,[1.         0.98360656],[0.98245614 1.        ],[0.99115044 0.99173554]
143,STAD,0.9886363636363636,1.0981654524803162,50,0.013272762298583984,0.575120676687567,0.9431818181818182,[0.95238095 0.93478261],[0.93023256 0.95555556],[0.94117647 0.94505495]
144,COAD,0.9479166666666666,1.1847846508026123,50,0.021129727363586426,0.6150933211188601,0.9479166666666666,[0.95652174 0.94      ],[0.93617021 0.95918367],[0.94623656 0.94949495]
145,READ,0.9117647058823529,0.5934070348739624,50,0.010116755962371826,0.6916061102979507,0.8823529411764706,[0.84210526 0.93333333],[0.94117647 0.82352941],[0.88888889 0.875     ]
146,LGG,0.970873786407767,0.7895686626434326,50,0.01623094081878662,0.6311755258613327,0.9611650485436893,[0.97916667 0.94545455],[0.94       0.98113208],[0.95918367 0.96296296]
147,MESO,1.0,0.3044202923774719,50,0.006908416748046875,0.7627466829490472,1.0,[1. 1.],[1. 1.],[1. 1.]
148,LAML,1.0,0.28800201416015625,50,0.005081295967102051,0.7010792602923417,1.0,[1. 1.],[1. 1.],[1. 1.]
149,BLCA,0.8928571428571429,0.9431321024894714,50,0.016140282154083252,0.5608355280771516,0.9166666666666666,[0.88636364 0.95      ],[0.95121951 0.88372093],[0.91764706 0.91566265]
150,OV,1.0,0.539394736289978,50,0.010112166404724121,0.5691845184878057,1.0,[1. 1.],[1. 1.],[1. 1.]
151,LUSC,0.9345794392523364,1.1730555891990662,50,0.016648292541503906,0.559684674414009,0.9532710280373832,[0.94339623 0.96296296],[0.96153846 0.94545455],[0.95238095 0.95412844]
152,ACC,1.0,0.3013879656791687,50,0.007525503635406494,0.767676078983953,1.0,[1. 1.],[1. 1.],[1. 1.]
153,THYM,1.0,0.34688931703567505,50,0.007656455039978027,0.7681679894733012,1.0,[1. 1.],[1. 1.],[1. 1.]
154,ESCA,0.9736842105263158,0.6333605647087097,50,0.0145796537399292,0.633425805505092,0.9736842105263158,[0.95 1.  ],[1.         0.94736842],[0.97435897 0.97297297]
155,PAAD,0.9722222222222222,0.420299768447876,50,0.0104142427444458,0.6878565379674526,0.9722222222222222,[0.94736842 1.        ],[1.         0.94444444],[0.97297297 0.97142857]
156,LIHC,0.9878048780487805,0.5623579025268555,50,0.015733957290649414,0.6017131153878559,0.9878048780487805,[0.97560976 1.        ],[1.         0.97619048],[0.98765432 0.98795181]
157,SARC,0.9803921568627451,0.6509194374084473,50,0.01375049352645874,0.5901807038589031,0.9607843137254902,[1.         0.92857143],[0.92 1.  ],[0.95833333 0.96296296]
158,GBM,1.0,0.3878227472305298,50,0.010160505771636963,0.6906886375075278,1.0,[1. 1.],[1. 1.],[1. 1.]
159,TGCT,1.0,0.48034632205963135,50,0.007373929023742676,0.7241695319436914,1.0,[1. 1.],[1. 1.],[1. 1.]
160,KICH,0.8,0.30285078287124634,50,0.0097770094871521,0.788289150236199,0.9,[0.9 0.9],[0.9 0.9],[0.9 0.9]
161,PCPG,1.0,0.3868502378463745,50,0.009911656379699707,0.6759424062470102,0.9736842105263158,[0.95 1.  ],[1.         0.94736842],[0.97435897 0.97297297]
162,UCS,0.8333333333333334,0.2817879915237427,50,0.006712019443511963,0.8126080116583764,0.9166666666666666,[1.         0.85714286],[0.83333333 1.        ],[0.90909091 0.92307692]
163,UVM,1.0,0.2967393398284912,50,0.00576549768447876,0.8314883832759543,1.0,[1. 1.],[1. 1.],[1. 1.]
164,CHOL,0.8,0.34210920333862305,50,0.007494509220123291,0.9106125311058222,0.8,[1.         0.71428571],[0.6 1. ],[0.75       0.83333333]
165,BRCA,0.974025974025974,2.085446059703827,100,0.024482667446136475,0.6240139056900725,0.987012987012987,[0.98181818 0.99173554],[0.99082569 0.98360656],[0.98630137 0.98765432]
166,LUAD,0.972972972972973,1.1877812147140503,100,0.02011173963546753,0.6782945527793526,0.963963963963964,[0.98076923 0.94915254],[0.94444444 0.98245614],[0.96226415 0.96551724]
167,DLBC,1.0,0.2782987356185913,86,0.00658726692199707,1.0,1.0,[1. 1.],[1. 1.],[1. 1.]
168,UCEC,0.981651376146789,1.3162355422973633,100,0.01728731393814087,0.6804213038447519,0.9908256880733946,[0.98148148 1.        ],[1.         0.98214286],[0.99065421 0.99099099]
169,SKCM,0.9782608695652174,1.06985342502594,100,0.020176470279693604,0.6752213851035069,0.9891304347826086,[0.97826087 1.        ],[1.        0.9787234],[0.98901099 0.98924731]
170,PRAD,1.0,0.7991330027580261,100,0.012979447841644287,0.711217366918674,1.0,[1. 1.],[1. 1.],[1. 1.]
171,HNSC,0.9724770642201835,1.2341680526733398,100,0.020921528339385986,0.6861863366600711,0.9724770642201835,[0.98076923 0.96491228],[0.96226415 0.98214286],[0.97142857 0.97345133]
172,KIRP,0.9538461538461539,0.8971535563468933,100,0.02842503786087036,0.748607791925788,0.9538461538461539,[0.93939394 0.96875   ],[0.96875    0.93939394],[0.95384615 0.95384615]
173,CESC,0.9016393442622951,0.8921807408332825,100,0.02575397491455078,0.7129412855917145,0.9344262295081968,[0.90625    0.96551724],[0.96666667 0.90322581],[0.93548387 0.93333333]
174,THCA,1.0,0.7879834771156311,100,0.013386249542236328,0.7222926337697276,1.0,[1. 1.],[1. 1.],[1. 1.]
175,KIRC,0.9914529914529915,1.2619949579238892,100,0.019219696521759033,0.7065906275794355,1.0,[1. 1.],[1. 1.],[1. 1.]
176,STAD,1.0,1.0600663423538208,100,0.018043935298919678,0.6930029241464024,1.0,[1. 1.],[1. 1.],[1. 1.]
177,COAD,0.96875,1.1223883032798767,100,0.030094146728515625,0.7204608486725312,0.9583333333333334,[0.95744681 0.95918367],[0.95744681 0.95918367],[0.95744681 0.95918367]
178,READ,1.0,0.5650812983512878,100,0.021815776824951172,0.8474393679010616,0.9705882352941176,[0.94444444 1.        ],[1.         0.94117647],[0.97142857 0.96969697]
179,LGG,0.9805825242718447,0.718021810054779,100,0.034318506717681885,0.7399507907884458,0.9805825242718447,[0.98       0.98113208],[0.98       0.98113208],[0.98       0.98113208]
180,MESO,0.9444444444444444,0.31681299209594727,100,0.007650494575500488,0.9270799863639904,0.9444444444444444,[1.  0.9],[0.88888889 1.        ],[0.94117647 0.94736842]
181,LAML,1.0,0.3430047631263733,100,0.009875714778900146,0.8441214486027296,1.0,[1. 1.],[1. 1.],[1. 1.]
182,BLCA,0.9404761904761905,0.9736075401306152,100,0.015435993671417236,0.6751237052763972,0.9404761904761905,[0.95       0.93181818],[0.92682927 0.95348837],[0.9382716  0.94252874]
183,OV,1.0,0.570398211479187,100,0.019904911518096924,0.7057099463564661,1.0,[1. 1.],[1. 1.],[1. 1.]
184,LUSC,0.9626168224299065,1.1151092648506165,100,0.018722951412200928,0.6672423478289258,0.9439252336448598,[0.91071429 0.98039216],[0.98076923 0.90909091],[0.94444444 0.94339623]
185,ACC,1.0,0.30124157667160034,100,0.007826387882232666,0.9378559153721726,1.0,[1. 1.],[1. 1.],[1. 1.]
186,THYM,1.0,0.36652272939682007,100,0.010137677192687988,0.90951487866738,1.0,[1. 1.],[1. 1.],[1. 1.]
187,ESCA,0.9736842105263158,0.5387248396873474,100,0.017855703830718994,0.7721137354084632,0.9736842105263158,[1.   0.95],[0.94736842 1.        ],[0.97297297 0.97435897]
188,PAAD,1.0,0.4901477098464966,100,0.018565237522125244,0.8244269290067417,0.9722222222222222,[0.94736842 1.        ],[1.         0.94444444],[0.97297297 0.97142857]
189,LIHC,0.975609756097561,0.5833182334899902,100,0.016190171241760254,0.7089825793124656,0.975609756097561,[0.95238095 1.        ],[1.         0.95238095],[0.97560976 0.97560976]
190,SARC,1.0,0.6564273238182068,100,0.017653048038482666,0.7074473031058717,1.0,[1. 1.],[1. 1.],[1. 1.]
191,GBM,1.0,0.4194177985191345,100,0.020858705043792725,0.8279143769914975,1.0,[1. 1.],[1. 1.],[1. 1.]
192,TGCT,0.96875,0.3741365671157837,100,0.018770158290863037,0.8600214461691874,1.0,[1. 1.],[1. 1.],[1. 1.]
193,KICH,0.9,0.31223028898239136,100,0.008144795894622803,0.9416036213721086,0.95,[0.90909091 1.        ],[1.  0.9],[0.95238095 0.94736842]
194,PCPG,1.0,0.36537402868270874,100,0.01502162218093872,0.8203609049250794,1.0,[1. 1.],[1. 1.],[1. 1.]
195,UCS,1.0,0.2955779433250427,100,0.007164895534515381,0.9980199102828119,0.9166666666666666,[1.         0.85714286],[0.83333333 1.        ],[0.90909091 0.92307692]
196,UVM,1.0,0.34877800941467285,100,0.007153332233428955,0.972619519826041,1.0,[1. 1.],[1. 1.],[1. 1.]
197,CHOL,0.9,0.32578080892562866,80,0.006796479225158691,1.0,1.0,[1. 1.],[1. 1.],[1. 1.]
198,BRCA,0.974025974025974,2.1603230237960815,150,0.03721719980239868,0.6768555845903635,0.987012987012987,[0.97321429 1.        ],[1.         0.97540984],[0.98642534 0.98755187]
199,LUAD,0.990990990990991,1.2655390501022339,150,0.030917465686798096,0.7370555991160239,0.9819819819819819,[1.         0.96610169],[0.96296296 1.        ],[0.98113208 0.98275862]
200,DLBC,1.0,0.3060624599456787,86,0.006002068519592285,1.0000000000000002,1.0,[1. 1.],[1. 1.],[1. 1.]
201,UCEC,0.9724770642201835,1.3280775547027588,150,0.03381335735321045,0.7369737802600432,0.981651376146789,[0.98113208 0.98214286],[0.98113208 0.98214286],[0.98113208 0.98214286]
202,SKCM,0.9456521739130435,1.0092501044273376,150,0.022586345672607422,0.7433751982929012,0.9782608695652174,[0.97777778 0.9787234 ],[0.97777778 0.9787234 ],[0.97777778 0.9787234 ]
203,PRAD,1.0,0.8220997452735901,150,0.02468496561050415,0.7797307930334844,1.0,[1. 1.],[1. 1.],[1. 1.]
204,HNSC,0.981651376146789,1.2786922454833984,150,0.026109158992767334,0.7545416324938756,1.0,[1. 1.],[1. 1.],[1. 1.]
205,KIRP,0.9538461538461539,0.9540941119194031,150,0.03518843650817871,0.8323783918216477,0.9846153846153847,[0.96969697 1.        ],[1.         0.96969697],[0.98461538 0.98461538]
206,CESC,0.8852459016393442,0.9790569543838501,150,0.034660160541534424,0.7929739244899933,0.8852459016393442,[0.89655172 0.875     ],[0.86666667 0.90322581],[0.88135593 0.88888889]
207,THCA,1.0,0.8325554728507996,150,0.022470951080322266,0.7839440353108,1.0,[1. 1.],[1. 1.],[1. 1.]
208,KIRC,0.9829059829059829,1.2981114983558655,150,0.0343896746635437,0.7656523026290266,0.9914529914529915,[1.         0.98360656],[0.98245614 1.        ],[0.99115044 0.99173554]
209,STAD,0.9545454545454546,1.2112690210342407,150,0.03266102075576782,0.7617151228667474,0.9772727272727273,[0.97674419 0.97777778],[0.97674419 0.97777778],[0.97674419 0.97777778]
210,COAD,0.9583333333333334,1.2186307311058044,150,0.01982790231704712,0.7855833626732583,0.96875,[0.95833333 0.97916667],[0.9787234  0.95918367],[0.96842105 0.96907216]
211,READ,0.9117647058823529,0.6184687614440918,150,0.019711971282958984,0.9148817752150675,0.9411764705882353,[0.94117647 0.94117647],[0.94117647 0.94117647],[0.94117647 0.94117647]
212,LGG,0.9805825242718447,0.8211300373077393,150,0.020535528659820557,0.7981967506403267,0.9902912621359223,[0.98039216 1.        ],[1.         0.98113208],[0.99009901 0.99047619]
213,MESO,1.0,0.3337375521659851,150,0.010038435459136963,0.997582048590685,1.0,[1. 1.],[1. 1.],[1. 1.]
214,LAML,1.0,0.44677621126174927,150,0.009090662002563477,0.9216392468071269,1.0,[1. 1.],[1. 1.],[1. 1.]
215,BLCA,0.9285714285714286,0.9174927473068237,150,0.027849018573760986,0.7437896599200069,0.9523809523809523,[0.93023256 0.97560976],[0.97560976 0.93023256],[0.95238095 0.95238095]
216,OV,1.0,0.6111987233161926,150,0.016827046871185303,0.7808619869631785,1.0,[1. 1.],[1. 1.],[1. 1.]
217,LUSC,0.9345794392523364,1.1665127873420715,150,0.026284456253051758,0.7318679447101766,0.9439252336448598,[0.94230769 0.94545455],[0.94230769 0.94545455],[0.94230769 0.94545455]
218,ACC,0.9375,0.3241018056869507,141,0.012944936752319336,1.0,1.0,[1. 1.],[1. 1.],[1. 1.]
219,THYM,1.0,0.35082125663757324,150,0.014045953750610352,0.9774180910554887,1.0,[1. 1.],[1. 1.],[1. 1.]
220,ESCA,1.0,0.6710765361785889,150,0.02005988359451294,0.8560963419133396,1.0,[1. 1.],[1. 1.],[1. 1.]
221,PAAD,0.9722222222222222,0.47129523754119873,150,0.016443192958831787,0.9106400425591261,0.9722222222222222,[1.         0.94736842],[0.94444444 1.        ],[0.97142857 0.97297297]
222,LIHC,0.975609756097561,0.8676690459251404,150,0.019866108894348145,0.776263108095668,0.975609756097561,[0.95238095 1.        ],[1.         0.95238095],[0.97560976 0.97560976]
223,SARC,1.0,0.7035855650901794,150,0.023863255977630615,0.7941866082816693,0.9803921568627451,[0.96153846 1.        ],[1.         0.96153846],[0.98039216 0.98039216]
224,GBM,0.9705882352941176,0.4755665063858032,150,0.022659122943878174,0.9108999860963044,1.0,[1. 1.],[1. 1.],[1. 1.]
225,TGCT,1.0,0.3744080662727356,150,0.013881266117095947,0.9323171984534105,1.0,[1. 1.],[1. 1.],[1. 1.]
226,KICH,0.9,0.3225754499435425,150,0.013968348503112793,0.9971093689379795,0.95,[0.90909091 1.        ],[1.  0.9],[0.95238095 0.94736842]
227,PCPG,1.0,0.3677986264228821,150,0.011625468730926514,0.8995376063136886,1.0,[1. 1.],[1. 1.],[1. 1.]
228,UCS,0.9166666666666666,0.2889665365219116,102,0.006280183792114258,1.0,0.9166666666666666,[1.         0.85714286],[0.83333333 1.        ],[0.90909091 0.92307692]
229,UVM,1.0,0.2832919955253601,143,0.012564420700073242,1.0000000000000004,1.0,[1. 1.],[1. 1.],[1. 1.]
230,CHOL,0.9,0.2849210500717163,80,0.0066762566566467285,1.0000000000000004,0.9,[1.         0.83333333],[0.8 1. ],[0.88888889 0.90909091]
231,BRCA,0.9826839826839827,1.9644629955291748,200,0.02958071231842041,0.7206408186660395,0.9913419913419913,[0.98198198 1.        ],[1.         0.98360656],[0.99090909 0.99173554]
232,LUAD,0.963963963963964,1.1256052255630493,200,0.022786736488342285,0.7815672242010663,0.990990990990991,[1.         0.98275862],[0.98148148 1.        ],[0.99065421 0.99130435]
233,DLBC,0.9,0.2865228056907654,86,0.006487727165222168,1.0000000000000002,1.0,[1. 1.],[1. 1.],[1. 1.]
234,UCEC,0.9724770642201835,1.1962552070617676,200,0.02307736873626709,0.7830452891176567,0.9908256880733946,[0.98148148 1.        ],[1.         0.98214286],[0.99065421 0.99099099]
235,SKCM,1.0,0.8978691697120667,200,0.024332880973815918,0.7931974475357315,0.9891304347826086,[0.97826087 1.        ],[1.        0.9787234],[0.98901099 0.98924731]
236,PRAD,1.0,0.808990478515625,200,0.016704559326171875,0.8245942703686739,1.0,[1. 1.],[1. 1.],[1. 1.]
237,HNSC,0.981651376146789,1.2445112466812134,200,0.02331775426864624,0.7975661604115721,0.963302752293578,[0.96226415 0.96428571],[0.96226415 0.96428571],[0.96226415 0.96428571]
238,KIRP,0.9846153846153847,0.8015919327735901,200,0.01947462558746338,0.8791258905890946,0.9846153846153847,[0.96969697 1.        ],[1.         0.96969697],[0.98461538 0.98461538]
239,CESC,0.8852459016393442,0.8700562715530396,200,0.0335850715637207,0.8493495365408649,0.8852459016393442,[0.84848485 0.92857143],[0.93333333 0.83870968],[0.88888889 0.88135593]
240,THCA,1.0,0.7726994752883911,200,0.01889932155609131,0.8309424268153351,1.0,[1. 1.],[1. 1.],[1. 1.]
241,KIRC,0.9743589743589743,1.314570963382721,200,0.027930796146392822,0.8163523799858312,0.9914529914529915,[1.         0.98360656],[0.98245614 1.        ],[0.99115044 0.99173554]
242,STAD,0.9659090909090909,1.0600737929344177,200,0.021646738052368164,0.8081331903560098,1.0,[1. 1.],[1. 1.],[1. 1.]
243,COAD,0.9791666666666666,1.1595662236213684,200,0.022648334503173828,0.8343210064742672,0.9791666666666666,[0.95918367 1.        ],[1.         0.95918367],[0.97916667 0.97916667]
244,READ,0.8823529411764706,0.4823576807975769,200,0.018842697143554688,0.9615437246380995,0.9411764705882353,[0.94117647 0.94117647],[0.94117647 0.94117647],[0.94117647 0.94117647]
245,LGG,0.9902912621359223,0.794387936592102,200,0.02021491527557373,0.8349733140946959,0.9902912621359223,[0.98039216 1.        ],[1.         0.98113208],[0.99009901 0.99047619]
246,MESO,1.0,0.32080626487731934,155,0.010998666286468506,1.0,1.0,[1. 1.],[1. 1.],[1. 1.]
247,LAML,1.0,0.41966795921325684,200,0.009362995624542236,0.9641623317352213,1.0,[1. 1.],[1. 1.],[1. 1.]
248,BLCA,0.9404761904761905,0.9479772448539734,200,0.022354423999786377,0.7958745467062143,0.9642857142857143,[0.93181818 1.        ],[1.         0.93023256],[0.96470588 0.96385542]
249,OV,1.0,0.6099624633789062,200,0.020781099796295166,0.8388384783373636,1.0,[1. 1.],[1. 1.],[1. 1.]
250,LUSC,0.9252336448598131,1.2128457427024841,200,0.021436095237731934,0.7810346751511462,0.9439252336448598,[0.96       0.92982456],[0.92307692 0.96363636],[0.94117647 0.94642857]
251,ACC,1.0,0.3207089900970459,141,0.009717881679534912,1.0000000000000007,1.0,[1. 1.],[1. 1.],[1. 1.]
252,THYM,1.0,0.35554975271224976,200,0.011351943016052246,0.9973275771751137,1.0,[1. 1.],[1. 1.],[1. 1.]
253,ESCA,1.0,0.48540395498275757,200,0.021949470043182373,0.9109403880719159,1.0,[1. 1.],[1. 1.],[1. 1.]
254,PAAD,1.0,0.522441565990448,200,0.02161729335784912,0.9577105840501068,1.0,[1. 1.],[1. 1.],[1. 1.]
255,LIHC,0.9878048780487805,0.5782384872436523,200,0.015577495098114014,0.8217205098876356,0.975609756097561,[0.95238095 1.        ],[1.         0.95238095],[0.97560976 0.97560976]
256,SARC,1.0,0.6032612323760986,200,0.022645294666290283,0.8507900201298966,1.0,[1. 1.],[1. 1.],[1. 1.]
257,GBM,1.0,0.4886177182197571,200,0.029099762439727783,0.9572193740286663,1.0,[1. 1.],[1. 1.],[1. 1.]
258,TGCT,1.0,0.4013515114784241,200,0.01309049129486084,0.9717876798038185,1.0,[1. 1.],[1. 1.],[1. 1.]
259,KICH,0.9,0.32401567697525024,161,0.01092296838760376,1.0000000000000007,0.9,[0.9 0.9],[0.9 0.9],[0.9 0.9]
260,PCPG,1.0,0.43163394927978516,200,0.013702392578125,0.9486925012832322,1.0,[1. 1.],[1. 1.],[1. 1.]
261,UCS,0.9166666666666666,0.27293121814727783,102,0.006658971309661865,0.9999999999999999,1.0,[1. 1.],[1. 1.],[1. 1.]
262,UVM,1.0,0.2940044403076172,143,0.009518921375274658,0.9999999999999997,1.0,[1. 1.],[1. 1.],[1. 1.]
263,CHOL,1.0,0.279812216758728,80,0.005034506320953369,1.0000000000000002,1.0,[1. 1.],[1. 1.],[1. 1.]
